"Var1","Freq"
"一上台",1
"一下",1
"一切",1
"一旦",1
"一再",1
"一次",1
"一些",1
"一定",3
"一流",1
"一哭",1
"一般",2
"一起",1
"一乾二淨",1
"一條",1
"一票",1
"一部分",1
"一場",3
"丁守中",14
"二段",2
"二鬧",1
"人才",2
"人手",1
"人北",1
"人民",2
"人物",1
"人要",1
"人想",1
"人數",1
"人選",3
"力拱管",1
"又問",1
"三足鼎立",1
"上台",1
"上任",1
"上吊",1
"上限",1
"上海",1
"下午",2
"下去",1
"千則",1
"千萬",3
"大老",1
"大家",1
"大陸",7
"大筆",1
"大概",1
"大團結",1
"大學",1
"女兒",1
"小平",6
"小平則",1
"小朋友",1
"山區",1
"工作",3
"已成",1
"已經",4
"干預",1
"才能",1
"不予",1
"不以",2
"不至於",1
"不幸",1
"不知",1
"不要",8
"不料",1
"不能",5
"不符",1
"不曾",1
"不僅",3
"不會",3
"不過",8
"不管",1
"不斷",1
"中天",2
"中心",2
"中央",2
"中生代",1
"中華民國",1
"中視",2
"之一",1
"之下",1
"之前",1
"之後",1
"互動",1
"什麼",1
"今天",1
"今年",2
"仍然",1
"仍說",1
"允諾",1
"內政部",1
"內容",2
"公司",1
"公布",1
"公安",1
"公托",1
"公信",1
"公開",1
"分別",1
"化解",2
"反柯",4
"反對",1
"反彈",1
"反觀",1
"天上聖母",1
"天王",1
"天后利",1
"天初",1
"天津",1
"太久",1
"太高",1
"太貴",1
"尤其",1
"引發",1
"支出",1
"支持",2
"文化",1
"文創",1
"方便",1
"日出",1
"日本",1
"日前",2
"日現",1
"日期",1
"日經",1
"父女",1
"王閔生",1
"王鴻薇",2
"王鴻薇則",1
"主打",1
"主委",9
"主持",1
"主持人",1
"主桌",1
"主張",3
"他認",1
"他還",1
"代表",1
"以內",1
"以後",2
"以昭",1
"出來",1
"出席",4
"出惠台",1
"出線",2
"出爐",2
"加入",1
"加上",1
"加強",2
"加速",1
"加發",1
"包括",2
"北市",6
"北京",1
"去年",1
"另外",2
"另波",1
"另還",1
"只要",2
"可以",6
"可多",1
"可取",1
"可能",4
"台大",2
"台北",22
"台北市",5
"台北市民",1
"台北市長",15
"台南",1
"台劇",1
"台灣",9
"外界",2
"外傳",1
"外觀",1
"失去",1
"失焦",1
"巨蛋",9
"市民",6
"市府",7
"市長",12
"市政",4
"市議員",4
"市黨部",6
"平安",1
"平原",2
"平等",2
"必須",1
"必會",1
"必照",1
"打破",1
"打造",3
"打算",3
"未來",3
"正面",1
"民眾",4
"民進黨",10
"民調",4
