"Var1","Freq"
"一人",2
"一局",1
"一姐",1
"一定",2
"一屆",2
"一直",1
"一室",1
"一個",1
"一級",1
"一塊",1
"一對一",1
"一戰",1
"人力不足",1
"人士",3
"人才",1
"人物",1
"人選",1
"力促",1
"三顧茅廬",1
"三讀通過",1
"上升",1
"上半部",1
"上屆",1
"下水",1
"下去",1
"下旬",1
"下戰",1
"土地",1
"士林",3
"大安",1
"大法官",1
"大型",1
"大型商場",1
"大埔",1
"大家",1
"大幅提高",1
"大量",2
"女性",3
"子圍",1
"小時",1
"山包",1
"山區",1
"工作",3
"工時",1
"工等",1
"己還",1
"已久",1
"已登記",1
"不太敢",1
"不支",1
"不可",1
"不同",2
"不好",1
"不知其二",1
"不肯",2
"不要",1
"不能",2
"不夠",2
"不許失敗",1
"不給",1
"不會",5
"不過",3
"不管",1
"不斷",2
"不願",1
"不變",1
"中央",4
"中正",2
"中繼",1
"之間",1
"什麼",1
"今天",2
"仍然",1
"內政",1
"內政部",1
"內政部長",1
"內容",1
"公平",1
"公共事務",1
"公宅",4
"分別",1
"切割",1
"天王",1
"天王老子",2
"引來",1
"引發",1
"心理因素",1
"心結",1
"心瑜",2
"心裡",1
"支持",1
"方式",2
"欠缺",1
"比較",1
"火警",1
"世代",1
"主任",1
"主席",1
"主張",3
"主軸",1
"主播",1
"他認",1
"付出",1
"代拆",1
"代表",1
"出來",1
"出現",2
"加油",1
"加持",1
"加班",1
"加速",1
"包括",5
"北市",2
"北投",2
"北投區",2
"半部",1
"卡可",1
"卡位",1
"另外",2
"只工",1
"只知其一",1
"只能",1
"只許成功",1
"只領",1
"可以",3
"可望",1
"台北",7
"台北市",1
"台北市長",3
"外界",2
"巨木",1
"市長",5
"市政",1
"市計畫",1
"市場",1
"市議員",1
"市黨部",1
"必要性",1
"必須",2
"打死",1
"打算",1
"未決",1
"未來",3
"未確定",1
"民眾",1
"民進黨",10
"民間團體",1
"民調",3
"永遠",1
"甘願",1
"生活",1
"用地",1
"由於",1
"由現",1
"申請",1
"目前",2
"立委",3
"立法院",1
"立業",1
"交通",1
"交棒",1
"交棒給",1
"休假",1
"全力",1
"全國",1
"全數",1
"再度",1
"各界",1
"各階層",1
"各項",1
"各種",2
"合併",1
"同意",2
"名言",1
"名嘴",1
"回應",1
"回歸",1
"因此",2
"地下室",1
"地方",2
"地震",1
"多人",1
"多只",1
"多民",1
"多起",1
"多達",2
"如果",4
"如要",1
"安置",1
"年來",1
"年初",1
"年底",1
"年輕",1
"成立",1
"次數",1
"此外",1
"此事",1
"此話",1
"老闆",2
"而來",1
"自己",2
"自然",1
"自嘲",1
"自願",1
"至今",2
"至於",2
"血汗",1
"行政",1
"伴隨",1
"住宅",1
"何志偉",2
"作者",1
"免費",1
"助理",8
"努力",1
"即使",1
"否則",1
"否會",1
"吳伯瑋",1
"吳秉叡",5
"吳思瑤",1
"吳倆",1
"吳擬",1
"吸引",1
"困難",1
"完全",1
"完成",2
"完若還",1
"希望",1
"快要",1
"我贏",1
"扮演",1
"把關",1
"投奔",1
"投保",2
"抗議",1
"折半",1
"更到",1
"更者",1
"更個",1
"更能",1
"更將",1
"更新",1
"李錫",1
"李錫錕",3
"每天",1
"每周",2
"見面",1
"角色",1
"角逐",2
"里長",2
"防洪",1
"並主",1
"並說",1
"事件",1
"事業",2
"佩玲",4
"使用",1
"例如",1
"兩人",3
"兩人會",1
"其中",1
"初審",3
"初選",4
"協商",1
"協調",1
"協議",1
"周毓翔",1
"周邊",1
"呱呱",2
"呼籲",1
"坦言",1
"委員會",2
"居住",1
"延續",1
"房子",1
"抬價者將",1
"拆屋",1
"拉高",1
"拖欠",1
"放話",2
"明白",1
"明確",1
"明確化",1
"服務",1
"服務處",1
"松山",1
"松山機場",2
"松機",5
"林苑",1
"法律",1
"法規",1
"爭取",2
"爭議",2
"爸爸",1
"版本",1
"直言",2
"知道",1
"社宅",1
"社會",2
"空缺",1
"花敬群",5
"表明",1
"表現",1
"表態",3
"近來",1
"近幾年",1
"近期",1
"長期以來",2
"門檻",2
"青年",3
"青創",1
"非勝",1
"侯友宜",1
"俗稱",1
"保留",1
"保勞健",1
"信義",1
"則依",1
"則說",1
"前主播",1
"前面",1
"姚文",1
"姚文智",9
"宣布",1
"建立",1
"建安",1
"建築",1
"建議",1
"思考",1
"急迫",1
"指出",1
"指控",2
"指黨",1
"政次",1
"政見",6
"政府",3
"政治",2
"政策",2
"昨天",2
"昨選",1
"炮轟",1
"珊則",1
"相同",1
"相關",2
"盼能",1
"省錢",1
"看見",1
"致敬",1
"若改",1
"若要",1
"英文",2
"要循",2
"要蓋",1
"訂定",1
"計畫",3
"計算",1
"重要",2
"重要性",1
"重婦",1
"重量級",4
"面對",1
"風聲",1
"首波",1
"修正",5
"修改",1
"修法",6
"個人",1
"個案",1
"候選人",1
"原因",1
"原址",1
"員工",1
"家族",1
"容積",3
"師父",1
"拿下",1
"拿出",1
"挫折",1
"效率",1
"時常",1
"時數",1
"校園",1
"案因",1
"特區",3
"神來之筆",1
"租不售",1
"窄巷",1
"站台",1
"紛紛",1
"耕耘",1
"耽誤",2
"草案",3
"退黨",1
"送院",1
"釘子戶",5
"針對",1
"除了",2
"馬蜂窩",1
"做牛做馬",1
"做事",1
"做過",1
"停車場",1
"健保局",1
"參選",8
"參選人",1
"問到",1
"問題",5
"國民黨",1
"國家",1
"國際化",1
"執行長",1
"堅持",1
"夠強",1
"婦女節",1
"將交棒",1
"將把",1
"將來",2
"將著",1
"專訪",1
"崔慈悌",1
"崗位",1
"張理國",1
"強化",1
"強制",3
"強拆",4
"強調",5
"得到",2
"捷運",1
"掀牌",2
"接受",1
"接近",1
"控訴",1
"推動",1
"救濟",1
"條文",2
"條件",1
"條例",3
"條條",1
"涵蓋",1
"深遠",1
"清楚",1
"現任",3
"現行",1
"現象",1
"理由",3
"理論",2
"產業界",1
"異口同",1
"眾多",1
"移送",1
"統一",1
"處理",2
"被叫",1
"被問",1
"規定",1
"規畫",1
"規範",2
"設計師",4
"許智全",1
"透過",2
"這次",1
"這兩人",1
"這個",2
"這類",2
"通過",2
"連結",1
"郭建伸",1
"陳水扁",1
"陳國棟",1
"陸續",1
"創業",1
"勞工",2
"勞保局",1
"勞健保",1
"勞基法",1
"喊出",1
"喊冤",1
"喜好",2
"單位",1
"場館",1
"媒體",2
"惡意",2
"提升",1
"提出",6
"提名",3
"提案",1
"曾百村",1
"最大",2
"最大化",1
"最多",1
"最快",1
"最後",1
"最高",2
"最終",1
"最軟",1
"朝野",1
"期間",1
"森林公園",1
"減少",2
"減免",1
"無成",1
"無法",2
"無黨籍",1
"登記",6
"登壇拜將",1
"發展",2
"程序",4
"策略",1
"給付",1
"評委會",1
"詛咒",1
"進入",1
"進行",1
"量變",1
"開始",1
"開店",1
"開放",1
"開缺",1
"開除",1
"開會",1
"開闢",1
"項目",1
"黑馬",2
"傳出",1
"嫂子",2
"想法",1
"意義",1
"意識",1
"搬離",1
"搶進",1
"敬老",1
"新人",5
"新北",2
"新北市",3
"新秀",1
"新鮮",1
"概要",1
"溫泉",2
"照顧",1
"當時",1
"當然",1
"經濟",2
"經驗",1
"腳步",1
"萬元",2
"萬戶",2
"萬華區",2
"葉俊榮",1
"補強",1
"解決",2
"詢問",2
"遊說",1
"過去",1
"過程",2
"違憲",1
"酬勞",1
"預期",1
"鼓勵",1
"劃定",1
"團隊",3
"奪命",1
"實施",1
"實施者",1
"對於",1
"對象",1
"滿重",1
"盡頭",1
"算給錕",1
"綠地",1
"綠委",3
"維安",1
"維持",1
"緊急",1
"認定",1
"認知",1
"說服",5
"趕快",2
"輔選",2
"需要",1
"價值",1
"價格",1
"劉邦",2
"增訂",1
"增設",1
"審議",2
"廢松機",3
"廣播",1
"影響力",1
"徵召",8
"數據",3
"獎勵",3
"確保",1
"範圍",1
"蔡宜",7
"衝刺",1
"調升",1
"論述",1
"諸如",1
"賢蔚",1
"賦稅",1
